code,label,parent
physical_medicine_and_rehabilitation,Physical Medicine And Rehabilitation,outpatient_care_facility
place_of_learning,Place Of Learning,education
primary_care_or_general_clinic,Primary Care Or General Clinic,outpatient_care_facility
private_lodging,Private Lodging,lodging
psychiatry_or_psychology_service,Psychiatry Or Psychology Service,behavioral_or_mental_health_clinic
public_facility,Public Facility,community_and_government
public_safety_service,Public Safety Service,community_and_government
rail_facility_or_service,Rail Facility Or Service,ground_transport_facility_or_service
recreation_vehicle_service,Recreation Vehicle Service,vehicle_service
recreational_equipment_rental,Recreational Equipment Rental,sports_and_recreation
recreational_trail_or_path,Recreational Trail Or Path,sports_and_recreation
restorationist_place_of_worship,Restorationist Place Of Worship,christian_place_of_worship
rural_attraction,Rural Attraction,arts_and_entertainment
science_attraction,Science Attraction,arts_and_entertainment
screen_printing_service,Screen Printing Service,printing_service
senior_living_facility,Senior Living Facility,housing_or_property_service
services_and_business,Services And Business,
shipping_or_delivery_service,Shipping Or Delivery Service,services_and_business
shopping_service,Shopping Service,shopping
south_american_restaurant,South American Restaurant,latin_american_restaurant
south_asian_restaurant,South Asian Restaurant,asian_restaurant
southeast_asian_restaurant,Southeast Asian Restaurant,asian_restaurant
special_diet_restaurant,Special Diet Restaurant,restaurant
specialized_medical_facility,Specialized Medical Facility,health_care
specialty_hospital,Specialty Hospital,hospital
sport_court,Sport Court,sport_or_fitness_facility
sport_field,Sport Field,sport_or_fitness_facility
sport_league,Sport League,sports_and_recreation
sport_team,Sport Team,sports_and_recreation
stadium,Stadium,stadium_arena
tactical_supply_store,Tactical Supply Store,specialty_store
tasting_class,Tasting Class,class_venue
taxi_or_ride_share_service,Taxi Or Ride Share Service,ground_transport_facility_or_service
technical_service,Technical Service,services_and_business
toys_and_games_store,Toys And Games Store,specialty_store
truck_and_industrial_vehicle_services,Truck And Industrial Vehicle Services,b2b_transportation_and_storage_service
vehicle_parts_manufacturer,Vehicle Parts Manufacturer,manufacturer
vehicle_parts_store,Vehicle Parts Store,specialty_store
vehicle_rental_service,Vehicle Rental Service,rental_service
vehicle_service,Vehicle Service,travel_and_transportation
veterinary_care,Veterinary Care,animal_or_pet_service
water_feature,Water Feature,geographic_entities
water_sport,Water Sport,sport_or_fitness_facility
water_transport_facility_or_service,Water Transport Facility Or Service,travel_and_transportation
west_african_restaurant,West African Restaurant,african_restaurant
western_european_restaurant,Western European Restaurant,european_restaurant
